,Lead Origin,Lead Source,Do Not Email,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Tags,Lead Quality,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,A free copy of Mastering The Interview,Last Notable Activity
1763,API,Google,No,0,3.0,271,3.0,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
1764,API,Olark Chat,No,1,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
1765,Lead Add Form,Welingak Website,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
1766,Landing Page Submission,Google,No,1,5.0,1211,2.5,Email Opened,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,Email Opened
1767,Lead Add Form,Reference,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Select,02.Medium,01.High,14.0,17.0,No,SMS Sent
1768,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Modified
1769,API,Google,No,0,3.0,1275,3.0,SMS Sent,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,13.0,15.0,No,Modified
1770,Landing Page Submission,Google,No,1,4.0,1506,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Not Sure,Select,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,SMS Sent
1771,API,Google,No,1,3.0,1021,3.0,Email Opened,India,Retail Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Dual Specialization Student,Select,02.Medium,02.Medium,13.0,15.0,No,Email Opened
1772,API,Google,Yes,0,2.0,342,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Worst,Other Leads,Select,02.Medium,02.Medium,14.0,14.0,No,Modified
1773,API,Google,No,1,2.0,681,1.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,01.High,02.Medium,16.0,15.0,No,SMS Sent
1774,Landing Page Submission,Organic Search,No,1,3.0,1264,3.0,Converted to Lead,India,Human Resource Management,Select,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,Yes,Modified
1775,API,Direct Traffic,No,0,5.0,949,1.0,Olark Chat Conversation,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
1776,Landing Page Submission,Google,No,0,5.0,371,2.5,Form Submitted on Website,India,Finance Management,Social Media,Other,Other,Interested in other courses,Other,Other,Mumbai,02.Medium,01.High,13.0,18.0,No,Modified
1777,API,Google,No,0,2.0,426,1.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,14.0,15.0,No,Email Opened
1778,Landing Page Submission,Direct Traffic,No,0,3.0,491,3.0,Email Opened,India,Operations Management,Other,Other,Other,Other,Other,Other,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,Yes,Email Opened
1779,Landing Page Submission,Direct Traffic,No,1,6.0,99,6.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Busy,Not Sure,Other Leads,Thane & Outskirts,01.High,01.High,16.0,17.0,Yes,Email Opened
1780,Lead Add Form,Welingak Website,No,1,3.0,555,1.5,Email Opened,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Other,Other,Select,Mumbai,02.Medium,01.High,15.0,17.0,No,Modified
1781,API,Google,No,0,3.0,505,1.5,Email Opened,India,Select,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,02.Medium,14.0,15.0,No,Email Opened
1782,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,in touch with EINS,Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Email Opened
1783,Lead Add Form,Reference,No,1,0.0,0,0.0,Email Opened,Other,Finance Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Email Opened
1784,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Select,Select,Unemployed,Better Career Prospects,Already a student,Other,Select,Select,01.High,02.Medium,16.0,15.0,No,Email Opened
1785,API,Google,No,0,4.0,1732,4.0,Email Link Clicked,India,Select,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Select,03.Low,02.Medium,12.0,15.0,No,Modified
1786,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Select,Select,Unemployed,Better Career Prospects,Other,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
1787,Landing Page Submission,Google,Yes,0,4.0,32,4.0,Email Bounced,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Modified
1788,Landing Page Submission,Google,No,1,11.0,1714,5.5,Email Opened,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Email Opened
1789,API,Google,No,0,3.0,121,3.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,13.0,15.0,No,Email Opened
1790,Landing Page Submission,Google,No,0,3.0,251,3.0,SMS Sent,India,Other,Student of SomeSchool,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,No,Modified
1791,Landing Page Submission,Google,No,0,4.0,700,4.0,SMS Sent,India,Business Administration,Online Search,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Thane & Outskirts,02.Medium,01.High,13.0,17.0,No,Modified
1792,Landing Page Submission,Google,No,0,8.0,699,8.0,Email Opened,India,Human Resource Management,Other,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,Modified
1793,Landing Page Submission,Direct Traffic,No,0,3.0,597,3.0,Email Opened,India,Finance Management,Other,Other,Other,Other,Other,Other,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,Yes,Email Opened
1794,API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,13.0,15.0,No,Modified
1795,Landing Page Submission,Google,No,0,7.0,8,7.0,SMS Sent,India,Human Resource Management,Social Media,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
1796,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
1797,Landing Page Submission,Direct Traffic,No,0,4.0,360,4.0,Page Visited on Website,Other,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
1798,API,Olark Chat,No,0,0.0,0,0.0,Email Opened,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,Email Opened
1799,Landing Page Submission,Google,No,0,5.0,271,1.67,SMS Sent,India,Human Resource Management,Online Search,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,No,Modified
1800,Landing Page Submission,Google,No,1,6.0,76,3.0,Email Opened,India,Operations Management,Other,Working Professional,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Thane & Outskirts,02.Medium,01.High,15.0,19.0,No,Email Opened
1801,Landing Page Submission,Google,No,0,2.0,376,2.0,Converted to Lead,India,Finance Management,Other,Other,Other,Other,Other,Other,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,Modified
1802,API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Email Link Clicked
1803,Lead Add Form,Reference,No,1,2.0,1349,1.0,Olark Chat Conversation,India,Operations Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,Might be,Select,Mumbai,01.High,01.High,16.0,19.0,Yes,Olark Chat Conversation
1804,Landing Page Submission,Google,No,1,6.0,1116,3.0,Email Opened,India,Human Resource Management,Word Of Mouth,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Dual Specialization Student,Mumbai,02.Medium,01.High,14.0,19.0,No,Email Opened
1805,Landing Page Submission,Google,No,1,3.0,370,1.5,SMS Sent,India,International Business,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,14.0,18.0,No,SMS Sent
1806,API,Google,No,0,3.0,131,1.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,14.0,15.0,No,Email Opened
1807,API,Google,No,0,2.0,2117,2.0,Olark Chat Conversation,India,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,16.0,15.0,No,Modified
1808,API,Google,No,0,10.0,85,5.0,Email Opened,India,Other,Other,Other,Other,Interested in other courses,Other,Other,Other,02.Medium,02.Medium,14.0,15.0,No,Modified
1809,Landing Page Submission,Direct Traffic,No,1,8.0,1190,2.0,Page Visited on Website,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Closed by Horizzon,High in Relevance,Potential Lead,Other Cities,02.Medium,01.High,14.0,18.0,Yes,Page Visited on Website
1810,Landing Page Submission,Direct Traffic,No,0,5.0,287,5.0,SMS Sent,India,Travel and Tourism,Other,Other,Other,Other,Other,Other,Other Cities,02.Medium,02.Medium,14.0,14.0,Yes,Modified
1811,API,Google,No,0,2.0,1303,2.0,Email Opened,India,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,14.0,15.0,No,Email Opened
1812,Landing Page Submission,Google,No,1,10.0,1026,10.0,SMS Sent,India,Supply Chain Management,Other,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,02.Medium,01.High,13.0,18.0,Yes,SMS Sent
1813,API,Google,No,1,8.0,167,4.0,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Email Opened
1814,Landing Page Submission,Google,No,0,3.0,759,3.0,Form Submitted on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Modified
1815,Landing Page Submission,Organic Search,Yes,0,5.0,75,5.0,Unsubscribed,India,Business Administration,Other,Other,Other,Other,Other,Other,Other Cities,03.Low,02.Medium,12.0,16.0,Yes,Modified
1816,Landing Page Submission,Direct Traffic,No,0,1.0,210,1.0,Converted to Lead,India,Marketing Management,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Other Leads,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Modified
1817,API,Olark Chat,No,1,0.0,0,0.0,SMS Sent,Other,Other,Other,Other,Other,Other,Other,Other,Other,02.Medium,02.Medium,15.0,15.0,No,SMS Sent
1818,API,Olark Chat,No,0,0.0,0,0.0,Olark Chat Conversation,Other,Other,Other,Other,Other,Other,Other,Other,Other,01.High,02.Medium,17.0,15.0,No,Modified
1819,Landing Page Submission,Google,No,1,3.0,845,3.0,SMS Sent,India,IT Projects Management,Social Media,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Thane & Outskirts,02.Medium,02.Medium,14.0,14.0,No,SMS Sent
1820,Landing Page Submission,Google,No,1,5.0,1,5.0,SMS Sent,India,Marketing Management,Student of SomeSchool,Working Professional,Better Career Prospects,Will revert after reading the email,Might be,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,No,SMS Sent
1821,Landing Page Submission,Google,No,0,2.0,1335,2.0,Email Opened,India,"Banking, Investment And Insurance",Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,13.0,18.0,No,Modified
1822,Landing Page Submission,Google,No,0,2.0,51,2.0,Email Opened,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,Email Opened
1823,API,Google,No,1,2.0,1387,2.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,Modified
1824,Landing Page Submission,Direct Traffic,No,0,30.0,68,10.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Thane & Outskirts,02.Medium,01.High,15.0,17.0,Yes,Modified
1825,Landing Page Submission,Organic Search,No,0,5.0,29,5.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,Interested in other courses,Not Sure,Other Leads,Mumbai,02.Medium,01.High,15.0,18.0,Yes,Email Opened
1826,Landing Page Submission,Google,No,1,2.0,296,2.0,SMS Sent,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,SMS Sent
1827,Landing Page Submission,Google,No,0,6.0,555,6.0,SMS Sent,India,E-COMMERCE,Select,Unemployed,Better Career Prospects,Ringing,Not Sure,Select,Mumbai,02.Medium,02.Medium,14.0,15.0,Yes,Modified
1828,Landing Page Submission,Organic Search,No,0,8.0,275,4.0,Email Opened,India,Rural and Agribusiness,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Other Cities of Maharashtra,02.Medium,02.Medium,15.0,14.0,Yes,Email Opened
1829,Landing Page Submission,Google,No,1,4.0,1033,4.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Low in Relevance,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Modified
1830,API,Olark Chat,No,0,3.0,226,1.5,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,02.Medium,14.0,16.0,Yes,Email Opened
1831,Landing Page Submission,Direct Traffic,No,1,16.0,1522,2.67,Form Submitted on Website,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,Yes,Modified
1832,Landing Page Submission,Organic Search,No,0,3.0,161,3.0,Email Opened,India,Travel and Tourism,Select,Unemployed,Better Career Prospects,switched off,Not Sure,Other Leads,Other Cities,02.Medium,02.Medium,14.0,14.0,Yes,Email Opened
1833,Landing Page Submission,Google,No,0,5.0,37,2.5,Form Submitted on Website,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Other,Not Sure,Select,Mumbai,03.Low,01.High,12.0,18.0,No,Modified
1834,Landing Page Submission,Direct Traffic,No,0,3.0,529,3.0,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Interested in other courses,Other,Select,Other Metro Cities,02.Medium,02.Medium,13.0,16.0,Yes,Modified
1835,Landing Page Submission,Direct Traffic,Yes,0,1.0,191,1.0,Email Bounced,India,IT Projects Management,Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,02.Medium,15.0,15.0,Yes,Modified
1836,Landing Page Submission,Direct Traffic,No,1,3.0,1293,1.5,Email Opened,India,Marketing Management,Other,Other,Other,Lost to EINS,Other,Other,Mumbai,02.Medium,01.High,13.0,18.0,Yes,Email Opened
1837,Landing Page Submission,Google,No,0,6.0,213,6.0,Email Opened,India,Marketing Management,Select,Unemployed,Better Career Prospects,Ringing,Other,Select,Select,02.Medium,01.High,14.0,17.0,No,Modified
1838,Landing Page Submission,Google,No,0,6.0,125,2.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,Ringing,Other,Select,Mumbai,02.Medium,02.Medium,15.0,15.0,No,Email Opened
1839,API,Olark Chat,No,0,0.0,0,0.0,Email Link Clicked,Other,Select,Select,Unemployed,Better Career Prospects,Already a student,Worst,Student of SomeSchool,Select,02.Medium,02.Medium,15.0,14.0,No,Modified
1840,Landing Page Submission,Direct Traffic,No,1,2.0,1328,2.0,SMS Sent,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Other Cities,02.Medium,02.Medium,15.0,16.0,Yes,SMS Sent
1841,Landing Page Submission,Google,No,0,3.0,284,3.0,Converted to Lead,India,Finance Management,Online Search,Unemployed,Better Career Prospects,Ringing,Other,Select,Thane & Outskirts,02.Medium,01.High,14.0,17.0,No,Modified
1842,API,Organic Search,No,0,2.0,84,2.0,Page Visited on Website,India,Select,Select,Unemployed,Better Career Prospects,Diploma holder (Not Eligible),Other,Select,Select,03.Low,02.Medium,11.0,15.0,No,Modified
1843,Landing Page Submission,Direct Traffic,No,0,2.0,203,2.0,Email Opened,India,"Banking, Investment And Insurance",Other,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,Yes,Email Opened
1844,Landing Page Submission,Google,Yes,0,2.0,102,2.0,Email Bounced,India,Human Resource Management,Word Of Mouth,Other,Other,Other,Other,Other,Mumbai,03.Low,01.High,12.0,18.0,No,Email Bounced
1845,API,Google,No,1,3.0,481,3.0,Email Opened,India,Human Resource Management,Select,Unemployed,Better Career Prospects,Will revert after reading the email,High in Relevance,Potential Lead,Mumbai,02.Medium,01.High,15.0,18.0,No,Email Opened
1846,API,Google,No,0,9.0,195,2.25,Unreachable,India,Select,Select,Unemployed,Better Career Prospects,Busy,Other,Select,Select,02.Medium,02.Medium,15.0,15.0,No,Unreachable
1847,Landing Page Submission,Google,No,0,5.0,231,5.0,Email Opened,India,Finance Management,Online Search,Other,Other,Other,Other,Other,Mumbai,02.Medium,01.High,14.0,18.0,No,Email Opened
1848,Landing Page Submission,Google,No,1,10.0,825,5.0,SMS Sent,India,"Banking, Investment And Insurance",Online Search,Unemployed,Better Career Prospects,Will revert after reading the email,Might be,Select,Mumbai,01.High,01.High,16.0,18.0,No,SMS Sent
